"","loc","year","srad_mean_growingseason","srad_sum_growingseason","tmax_mean_growingseason","tmin_mean_growingseason","vp_mean_growingseason","dayl_mean_growingseason","prcp_sum_growingseason","srad_mean_April","srad_sum_April","tmax_mean_April","tmin_mean_April","vp_mean_April","dayl_mean_April","prcp_sum_April","srad_mean_May","srad_sum_May","tmax_mean_May","tmin_mean_May","vp_mean_May","dayl_mean_May","prcp_sum_May","srad_mean_June","srad_sum_June","tmax_mean_June","tmin_mean_June","vp_mean_June","dayl_mean_June","prcp_sum_June","srad_mean_July","srad_sum_July","tmax_mean_July","tmin_mean_July","vp_mean_July","dayl_mean_July","prcp_sum_July","srad_mean_August","srad_sum_August","tmax_mean_August","tmin_mean_August","vp_mean_August","dayl_mean_August","prcp_sum_August","srad_mean_September","srad_sum_September","tmax_mean_September","tmin_mean_September","vp_mean_September","dayl_mean_September","prcp_sum_September","srad_mean_October","srad_sum_October","tmax_mean_October","tmin_mean_October","vp_mean_October","dayl_mean_October","prcp_sum_October","srad_mean_November","srad_sum_November","tmax_mean_November","tmin_mean_November","vp_mean_November","dayl_mean_November","prcp_sum_November","srad_mean_April_May","srad_sum_April_May","tmax_mean_April_May","tmin_mean_April_May","vp_mean_April_May","dayl_mean_April_May","prcp_sum_April_May","srad_mean_June_July","srad_sum_June_July","tmax_mean_June_July","tmin_mean_June_July","vp_mean_June_July","dayl_mean_June_July","prcp_sum_June_July","srad_mean_August_September","srad_sum_August_September","tmax_mean_August_September","tmin_mean_August_September","vp_mean_August_September","dayl_mean_August_September","prcp_sum_August_September","srad_mean_October_November","srad_sum_October_November","tmax_mean_October_November","tmin_mean_October_November","vp_mean_October_November","dayl_mean_October_November","prcp_sum_October_November","srad_mean_April_May_June_July","srad_sum_April_May_June_July","tmax_mean_April_May_June_July","tmin_mean_April_May_June_July","vp_mean_April_May_June_July","dayl_mean_April_May_June_July","prcp_sum_April_May_June_July","srad_mean_August_September_October_November","srad_sum_August_September_October_November","tmax_mean_August_September_October_November","tmin_mean_August_September_October_November","vp_mean_August_September_October_November","dayl_mean_August_September_October_November","prcp_sum_August_September_October_November"
"768","Altus, OK",2007,376.497745901639,91865.45,27.7343852459016,14.4236475409836,1758.36286885246,45833.7365983607,544.61,438.899333333333,13166.98,20.3293333333333,7.22033333333333,947.615333333333,46269.9483333333,43.96,380.833548387097,11805.84,26.3335483870968,15.6583870967742,1764.9835483871,49652.6041935484,118.01,375.531666666667,11265.95,30.2746666666667,18.4016666666667,2126.25666666667,51397.3386666667,177.18,430.034516129032,13331.07,32.8170967741936,20.1877419354839,2368.05032258065,50690.6080645161,47.53,381.819032258065,11836.39,34.6851612903226,21.9074193548387,2629.7435483871,47840.32,82.74,377.659,11329.77,30.7393333333333,17.567,2028.91166666667,43997.1796666667,46.67,352.741935483871,10935,27.1667741935484,10.6841935483871,1357.17387096774,40006.3564516129,28.52,273.148333333333,8194.45,19.1936666666667,3.40433333333333,807.951333333333,36653.706,0,409.390491803279,24972.82,23.3806557377049,11.5085245901639,1362.99918032787,47989.0029508197,161.97,403.229836065574,24597.02,31.5667213114754,19.3093442622951,2249.13540983607,51038.1804918033,224.71,379.773114754098,23166.16,32.7445901639344,19.7727868852459,2334.25245901639,45950.2509836066,129.41,313.597540983607,19129.45,23.2455737704918,7.10393442622951,1087.06442622951,38357.5119672131,28.52,406.310163934426,49569.84,27.4736885245902,15.4089344262295,1806.06729508197,49513.5917213115,386.68,346.685327868852,42295.61,27.9950819672131,13.4383606557377,1710.65844262295,42153.8814754098,157.93
"769","Auburn, AL",2007,388.459057377049,94784.0099999999,28.2114754098361,13.9509836065574,1608.85766393443,45637.1501639344,551.86,430.8,12924,22.551,6.81133333333333,1028.82233333333,46044.3386666667,60.15,450.704516129032,13971.84,28.8483870967742,12.7574193548387,1383.54193548387,49172.5693548387,2.09,441.762666666667,13252.88,32.252,17.6106666666667,1389.335,50781.6426666667,71.14,381.042903225806,11812.33,31.5703225806452,19.8793548387097,2233.04870967742,50130.3193548387,125.55,407.502903225806,12632.59,35.378064516129,21.5148387096774,2500.45032258065,47497.7103225806,44.81,361.179333333333,10835.38,29.9643333333333,17.6773333333333,2045.42333333333,43938.7896666667,86.05,331.871935483871,10288.03,25.3225806451613,11.9690322580645,1468.49032258065,40241.1477419355,82.24,302.232,9066.96,19.5293333333333,3.044,783.412666666667,37140.912,79.83,440.915409836066,26895.84,25.7513114754098,9.83311475409836,1209.08967213115,47634.0952459016,62.24,410.905081967213,25065.21,31.9055737704918,18.763606557377,1818.10754098361,50450.642295082,196.69,384.720819672131,23467.97,32.7155737704918,19.6275409836066,2276.66655737705,45747.4214754098,130.86,317.294918032787,19354.99,22.4734426229508,7.57967213114754,1131.5668852459,38716.4416393443,162.07,425.910245901639,51961.05,28.8284426229508,14.2983606557377,1513.59860655738,49042.3687704918,258.93,351.007868852459,42822.96,27.5945081967213,13.603606557377,1704.11672131148,42231.931557377,292.93
"770","Beeville, TX",2007,370.339385245902,90362.81,29.6210655737705,18.9599180327869,2284.44163934426,45251.3943032787,883.85,436.834,13105.02,24.605,13.9573333333333,1665.58566666667,45599.2833333333,45.93,399.263548387097,12377.17,29.2922580645161,19.3306451612903,2227.5164516129,48229.5167741936,86.1,365.342666666667,10960.28,31.8903333333333,22.2303333333333,2681.41133333333,49576.0543333333,120.39,345.901612903226,10722.95,31.1561290322581,22.9070967741935,2796.28870967742,49031.6516129032,399.37,384.175161290323,11909.43,33.481935483871,23.5683870967742,2908.29064516129,46822.9074193548,112.63,374.230333333333,11226.91,32.0153333333333,21.6696666666667,2600.35766666667,43823.4773333333,84.31,372.805483870968,11556.97,29.938064516129,16.1748387096774,1935.52677419355,40704.2551612903,14.16,283.469333333333,8504.08,24.41,11.6363333333333,1436.22733333333,38097.9166666667,20.96,417.740819672131,25482.19,26.9870491803279,16.6880327868852,1951.15704918033,46935.9593442623,132.03,355.462786885246,21683.23,31.5172131147541,22.574262295082,2739.79163934426,49299.3906557377,519.76,379.284262295082,23136.34,32.7606557377049,22.6345901639344,2756.84819672131,45347.7778688525,196.94,328.869672131148,20061.05,27.2193442622951,13.9427868852459,1689.96967213115,39422.4493442623,35.12,386.601803278689,47165.42,29.252131147541,19.6311475409836,2345.4743442623,48117.675,651.79,354.076967213115,43197.39,29.99,18.2886885245902,2223.40893442623,42385.1136065574,232.06
"771","Belle Mina, AL",2007,374.690245901639,91424.42,28.0099590163934,14.4272131147541,1688.64864754098,45833.7365983607,557.96,406.701,12201.03,21.0403333333333,7.58166666666667,1095.81866666667,46269.9483333333,112.31,450.816774193548,13975.32,28.7961290322581,13.7641935483871,1526.7164516129,49652.6041935484,19.6,422.182,12665.46,32.919,18.489,1809.85,51397.3386666667,38.04,360.299677419355,11169.29,30.8287096774194,19.8712903225806,2250.75129032258,50690.6080645161,129.79,415.281290322581,12873.72,36.4283870967742,21.8483870967742,2431.68258064516,47840.32,46.5,363.235,10897.05,30.7616666666667,17.708,2064.587,43997.1796666667,41.52,305.212580645161,9461.59,25.1564516129032,12.1296774193548,1472.34709677419,40006.3564516129,68.46,272.698666666667,8180.96,17.8433333333333,3.69533333333333,826.539333333333,36653.706,101.74,429.120491803279,26176.35,24.9818032786885,10.723606557377,1314.79950819672,47989.0029508197,131.91,390.733606557377,23834.75,31.8567213114754,19.1914754098361,2033.91459016393,51038.1804918033,167.83,389.684754098361,23770.77,33.6414754098361,19.812131147541,2251.1437704918,45950.2509836066,88.02,289.222131147541,17642.55,21.5598360655738,7.9816393442623,1154.73672131148,38357.5119672131,170.2,409.927049180328,50011.1,28.419262295082,14.9575409836066,1674.35704918033,49513.5917213115,299.74,339.453442622951,41413.32,27.6006557377049,13.8968852459016,1702.94024590164,42153.8814754098,258.22
"772","Bossier City, LA",2007,361.875163934426,88297.54,28.7402049180328,16.9739754098361,2047.88848360656,45626.2156147541,782.93,419.558666666667,12586.76,22.8306666666667,10.0196666666667,1230.53366666667,46031.765,87.1,383.11,11876.41,28.7629032258065,17.4587096774194,2007.87032258065,49145.8570967742,106.72,369.488666666667,11084.66,31.9203333333333,21.2786666666667,2531.64566666667,50747.4246666667,142.32,358.418709677419,11110.98,31.2483870967742,21.9470967741935,2642.17677419355,50099.1635483871,268.96,406.493548387097,12601.3,35.2574193548387,23.4103225806452,2881.87903225806,47478.6261290323,8.04,357.111666666667,10713.35,32.06,19.991,2364.29133333333,43935.5346666667,41.35,342.182258064516,10607.65,27.0906451612903,13.3070967741935,1583.60612903226,40254.2322580645,49.29,257.214333333333,7716.43,20.5046666666667,8.105,1110.30566666667,37168.021,79.15,401.035573770492,24463.17,25.8454098360656,13.8001639344262,1625.57360655738,47614.3363934426,193.82,363.862950819672,22195.64,31.5788524590164,21.6183606557377,2587.81721311475,50417.9804918033,411.28,382.20737704918,23314.65,33.6849180327869,21.7286885245902,2627.32770491803,45736.1221311475,49.39,300.394754098361,18324.08,23.8516393442623,10.7486885245902,1350.83540983607,38736.423442623,128.44,382.449262295082,46658.81,28.712131147541,17.709262295082,2106.69540983607,49016.158442623,605.1,341.30106557377,41638.73,28.7682786885246,16.2386885245902,1989.08155737705,42236.2727868852,177.83
"773","Chickasha, OK",2007,360.515245901639,87965.7199999999,27.0775,14.7394262295082,1821.6956147541,45874.3105737705,1249.35,421.599333333333,12647.98,19.7753333333333,7.17733333333333,1062.007,46316.4016666667,55.7,349.017741935484,10819.55,25.9322580645161,16.0283870967742,1840.4635483871,49751.6287096774,274.86,344.754,10342.62,29.291,18.892,2199.417,51524.5356666667,394.34,419.615806451613,13008.09,31.9277419354839,20.6006451612903,2428.67612903226,50806.2835483871,146.16,378.851290322581,11744.39,34.3306451612903,22.301935483871,2696.16806451613,47910.9135483871,195.18,367.062,11011.86,30.3243333333333,17.7073333333333,2056.57466666667,44009.196,84.46,333.108387096774,10326.36,25.9938709677419,11.1638709677419,1409.85935483871,39958.0090322581,88.83,268.829,8064.87,18.7156666666667,3.67266666666667,844.119666666667,36553.1966666667,9.82,384.713606557377,23467.53,22.904262295082,11.6754098360656,1457.61606557377,48062.1727868852,330.56,382.798524590164,23350.71,30.6309836065574,19.7603278688525,2315.92573770492,51159.522295082,540.5,373.053278688525,22756.25,32.3603278688525,20.0422950819672,2381.61393442623,45992.0360655738,279.64,301.495573770492,18391.23,22.4144262295082,7.47967213114754,1131.62672131148,38283.511147541,98.65,383.75606557377,46818.24,26.7676229508197,15.717868852459,1886.77090163934,49610.8475409836,871.06,337.274426229508,41147.48,27.3873770491803,13.7609836065574,1756.62032786885,42137.7736065574,378.29
"774","College Station, TX",2007,370.624549180328,90432.3899999999,29.2198360655738,17.5225409836066,2113.8331557377,45450.0728688525,699.33,446.203666666667,13386.11,23.593,11.1536666666667,1376.47666666667,45828.87,43.23,378.057741935484,11719.79,28.5358064516129,17.9322580645161,2071.02322580645,48715.3929032258,164.48,367.012,11010.36,31.7913333333333,21.4123333333333,2556.56633333333,50196.5773333333,127.99,364.896451612903,11311.79,31.3590322580645,22.198064516129,2678.37548387097,49597.3858064516,136.91,395.793870967742,12269.61,34.3458064516129,23.2203225806452,2848.57,47170.8461290323,37.86,386.617666666667,11598.53,32.5403333333333,20.4676666666667,2420.809,43882.9836666667,30.77,355.474193548387,11019.7,28.71,14.0587096774194,1691.70290322581,40465.3651612903,62.67,270.55,8116.5,22.681,9.49333333333333,1239.33033333333,37604.872,95.42,411.572131147541,25105.9,26.1049180327869,14.5985245901639,1729.44295081967,47295.7914754098,207.71,365.936885245902,22322.15,31.5716393442623,21.8116393442623,2618.4693442623,49892.0701639344,264.9,391.280983606557,23868.14,33.457868852459,21.8665573770492,2638.19573770492,45553.8645901639,68.63,313.708196721311,19136.2,25.7449180327869,11.8134426229508,1469.22459016393,39058.5652459016,158.09,388.754508196721,47428.05,28.8382786885246,18.2050819672131,2173.95614754098,48593.9308196721,472.61,352.494590163934,43004.34,29.601393442623,16.84,2053.71016393443,42306.2149180328,226.72
"775","Dallas, TX",2007,354.881024590164,86590.97,28.6681967213115,17.9271721311475,2175.82069672131,45648.1150819672,928.12,438.795333333333,13163.86,22.182,10.6933333333333,1317.38033333333,46056.945,28.33,339.359032258065,10520.13,27.8383870967742,18.3274193548387,2121.02193548387,49199.3551612903,168.39,357.453666666667,10723.61,31.2016666666667,21.4073333333333,2561.16733333333,50815.9613333333,254.25,375.536129032258,11641.62,31.8445161290323,22.7470967741935,2772.32064516129,50161.5635483871,90.74,383.308387096774,11882.56,35.22,24.118064516129,3007.27032258065,47516.8441935484,63.85,352.477666666667,10574.33,31.901,21.0533333333333,2506.74666666667,43942.0536666667,177,333.303870967742,10332.42,27.56,14.9190322580645,1802.45451612903,40228.0274193548,96.66,258.414666666667,7752.44,21.3383333333333,9.87166666666667,1284.87766666667,37113.726,48.9,388.262131147541,23683.99,25.0565573770492,14.5729508196721,1725.78836065574,47653.9075409836,196.72,366.643114754098,22365.23,31.5283606557377,22.0881967213115,2668.47475409836,50483.3985245902,344.99,368.145737704918,22456.89,33.5877049180328,22.6108196721311,2761.11114754098,45758.7504918033,240.85,296.473114754098,18084.86,24.5001639344262,12.4367213114754,1547.90852459016,38696.4037704918,145.56,377.45262295082,46049.22,28.2924590163934,18.3305737704918,2197.13155737705,49068.6530327869,541.71,332.309426229508,40541.75,29.0439344262295,17.5237704918033,2154.50983606557,42227.5771311475,386.41
"776","Florence, SC",2007,368.530942622951,89921.55,28.7456147540984,14.7935245901639,1812.54217213115,45787.8968442623,690.06,423.137,12694.11,23.9073333333333,7.68166666666667,1095.09733333333,46217.4183333333,102.66,423.841935483871,13139.1,28.1583870967742,12.9222580645161,1491.32225806452,49540.7080645161,75.57,363.695,10910.85,31.2663333333333,18.9306666666667,2196.48933333333,51253.6863333333,172.45,385.854516129032,11961.49,32.0167741935484,20.1416129032258,2375.91967741935,50559.9358064516,124.81,388.456451612903,12042.15,35.9238709677419,22.2587096774194,2695.26161290323,47760.5135483871,73.9,364.604,10938.12,31.0953333333333,18.058,2093.52366666667,43983.5883333333,28.81,304.371612903226,9435.52,27.4312903225806,14.0896774193548,1682.47096774194,40061.0258064516,105.27,293.340333333333,8800.21,19.8806666666667,3.92433333333333,837.092333333333,36767.2786666667,6.59,423.495245901639,25833.21,26.0677049180328,10.3449180327869,1296.45754098361,47906.3032786885,178.23,374.956393442623,22872.34,31.6477049180328,19.5460655737705,2287.67524590164,50901.1245901639,297.26,376.725737704918,22980.27,33.5491803278689,20.1927868852459,2399.32491803279,45903.0093442623,102.71,298.946393442623,18235.73,23.717868852459,9.09032786885246,1266.71098360656,38441.1501639344,111.86,399.225819672131,48705.55,28.8577049180328,14.9454918032787,1792.06639344262,49403.7139344262,475.49,337.83606557377,41216,28.6335245901639,14.6415573770492,1833.01795081967,42172.0797540984,214.57
"777","Griffin, GA",2007,380.218729508197,92773.37,27.4411475409836,14.3155327868852,1670.48278688525,45697.8498770492,597.78,423.177,12695.31,21.8156666666667,7.45933333333333,1069.90333333333,46114.0916666667,56.56,458.96064516129,14227.78,28.5374193548387,12.9325806451613,1369.35419354839,49320.8332258065,23.23,419.937666666667,12598.13,32.268,18.3063333333333,1592.085,50971.6493333333,67.74,366.766451612903,11369.76,30.791935483871,19.9135483870968,2299.02064516129,50303.2877419355,145.47,397.729677419355,12329.62,34.8135483870968,21.9358064516129,2623.70677419355,47603.5961290323,102.53,355.364,10660.92,29.0923333333333,18.1003333333333,2094.35666666667,43956.847,76.14,322.222580645161,9988.9,23.9777419354839,12.0274193548387,1473.0364516129,40168.5587096774,75.94,296.765,8902.95,17.954,3.53066666666667,806.293,36990.4393333333,50.17,441.362131147541,26923.09,25.2316393442623,10.2408196721311,1222.08327868852,47743.7472131148,79.79,392.916229508197,23967.89,31.517868852459,19.1231147540984,1951.34737704918,50631.9901639344,213.21,376.894098360656,22990.54,31.9998360655738,20.0495081967213,2363.3706557377,45810.1129508197,178.67,309.702459016393,18891.85,21.0152459016393,7.84868852459016,1145.12983606557,38605.5491803279,126.11,417.139180327869,50890.98,28.3747540983607,14.6819672131148,1586.71532786885,49187.8686885246,293,343.298278688525,41882.39,26.5075409836066,13.9490983606557,1754.25024590164,42207.8310655738,304.78
"778","Keiser, AR",2007,360.262131147541,87903.96,27.6975,15.8201639344262,1799.67348360656,45938.9758196721,680.3,391.075333333333,11732.26,20.2333333333333,8.68266666666667,1175.898,46390.358,102.27,424.501935483871,13159.56,29.1196774193548,16.6158064516129,1816.36419354839,49909.4090322581,37.6,394.428,11832.84,32.342,20.2253333333333,2170.083,51727.3453333333,50.69,390.641935483871,12109.9,31.5309677419355,20.9658064516129,2322.97419354839,50990.6670967742,64.89,419.144516129032,12993.48,36.5745161290323,23.1254838709677,2289.41225806452,48023.3364516129,7.1,330.549,9916.47,30.3106666666667,18.4036666666667,2099.93933333333,44028.3223333333,133.21,287.531290322581,8913.47,24.4209677419355,12.9235483870968,1561.66193548387,39881.0390322581,171.54,241.532666666667,7245.98,16.686,5.274,934.664333333333,36393.0443333333,113,408.06262295082,24891.82,24.7493442622951,12.714262295082,1501.38081967213,48178.7281967213,139.87,392.50393442623,23942.74,31.9298360655738,20.6016393442623,2247.78180327869,51352.9678688525,115.58,375.572950819672,22909.95,33.4939344262295,20.8032786885246,2196.22885245902,46058.5754098361,140.31,264.909016393443,16159.45,20.6168852459016,9.16147540983606,1253.30245901639,38165.6318032787,284.54,400.283278688525,48834.56,28.3395901639344,16.6579508196721,1874.58131147541,49765.8480327869,255.45,320.240983606557,39069.4,27.0554098360656,14.9823770491803,1724.7656557377,42112.1036065574,424.85
"779","Lamesa, TX",2007,396.996885245902,96867.2400000001,27.3629508196721,13.258893442623,1600.56340163934,45648.1150819672,620.14,466.316,13989.48,22.0363333333333,6.10966666666667,805.498333333333,46056.945,39.56,379.994193548387,11779.82,24.8509677419355,13.291935483871,1500.33516129032,49199.3551612903,180.95,426.744666666667,12802.34,30.6063333333333,17.045,1949.29166666667,50815.9613333333,131.56,422.22,13088.82,31.3529032258065,18.4938709677419,2131.00419354839,50161.5635483871,48.46,411.043548387097,12742.35,32.2338709677419,19.6345161290323,2287.30677419355,47516.8441935484,110.16,399.723,11991.69,30.3233333333333,16.94,1938.06433333333,43942.0536666667,87.03,388.403225806452,12040.5,27.9945161290323,10.84,1365.83548387097,40228.0274193548,0,281.074666666667,8432.24,19.2726666666667,3.40866666666667,797.763666666667,37113.726,22.42,422.447540983607,25769.3,23.4667213114754,9.75967213114754,1158.61213114754,47653.9075409836,220.51,424.445245901639,25891.16,30.985737704918,17.7813114754098,2041.63737704918,50483.3985245902,180.02,405.47606557377,24734.04,31.294262295082,18.3093442622951,2115.54819672131,45758.7504918033,197.19,335.61868852459,20472.74,23.7050819672131,7.18524590163934,1086.45590163934,38696.4037704918,22.42,423.446393442623,51660.46,27.2262295081967,13.7704918032787,1600.12475409836,49068.6530327869,400.53,370.54737704918,45206.78,27.4996721311475,12.7472950819672,1601.00204918033,42227.5771311475,219.61
"780","Las Cruces, NM",2007,431.788073770492,105356.29,30.0013114754098,12.8041803278689,1056.2806147541,45609.8717622951,236.9,493.020666666667,14790.62,25.3866666666667,6.11966666666667,353.943333333333,46012.9653333333,17.72,486.788709677419,15090.45,29.1122580645161,12.3583870967742,567.372580645161,49105.9287096774,58.12,513.337,15400.11,35.1883333333333,16.233,847.553,50696.2826666667,6.48,410.286774193548,12718.89,34.6161290322581,19.4764516129032,1573.98193548387,50052.5951612903,60.66,429.474193548387,13313.7,34.8029032258065,19.9148387096774,1895.55225806452,47450.0977419355,59.01,408.008,12240.24,31.7686666666667,16.2903333333333,1666.91366666667,43930.6666666667,21.75,405.876451612903,12582.17,27.7983870967742,8.55258064516129,1033.28838709677,40273.7958064516,1.16,307.337,9220.11,21.1263333333333,3.18533333333333,483.470666666667,37208.5443333333,12,489.853606557377,29881.07,27.28,9.29016393442623,462.40737704918,47584.7991803279,75.84,460.967213114754,28119,34.8975409836066,17.8813114754098,1216.72180327869,50369.1627868852,67.14,418.917049180328,25553.94,33.3106557377049,18.1322950819672,1783.10704918033,45719.23,80.76,357.414426229508,21802.28,24.5170491803279,5.91295081967213,762.886229508197,38766.2950819672,13.16,475.410409836066,58000.07,31.0887704918033,13.585737704918,839.564590163934,48976.9809836066,142.98,388.165737704918,47356.22,28.9138524590164,12.0226229508197,1272.99663934426,42242.7625409836,93.92
"781","Lubbock, TX",2007,396.999754098361,96867.94,26.6909016393443,12.493893442623,1509.56442622951,45731.3683196721,408.46,456.609,13698.27,20.321,4.844,848.766666666667,46152.5753333333,33.9,390.301290322581,12099.34,24.5332258064516,12.6341935483871,1453.45225806452,49402.6874193548,128.93,436.038666666667,13081.16,29.7793333333333,16.34,1869.27266666667,51076.6086666667,86.98,425.767741935484,13198.8,31.1161290322581,18.171935483871,2083.40967741935,50398.8129032258,25.47,406.805161290323,12610.96,32.2448387096774,19.5303225806452,2163.30322580645,47662.0277419355,63.33,394.149,11824.47,29.6013333333333,16.2816666666667,1710.958,43966.8083333333,62.04,384.428709677419,11917.29,27.0903225806452,9.62967741935484,1208.40161290323,40128.5106451613,4.94,281.255,8437.65,18.567,2.18633333333333,709.941,36907.3633333333,2.87,422.911639344262,25797.61,22.4616393442623,8.80295081967213,1156.06590163934,47804.2716393443,162.83,430.819016393443,26279.96,30.4586885245902,17.2709836065574,1978.09639344262,50732.1550819672,112.45,400.580819672131,24435.43,30.9447540983607,17.9326229508197,1940.83836065574,45844.7067213115,125.37,333.687540983607,20354.94,22.8985245901639,5.96901639344262,963.257049180328,38544.3398360656,7.81,426.865327868852,52077.57,26.4601639344262,13.0369672131148,1567.08114754098,49268.2133606557,275.28,367.134180327869,44790.37,26.9216393442623,11.9508196721311,1452.04770491803,42194.5232786885,133.18
"782","Maricopa, AZ",2007,439.849221311475,107323.21,36.5240573770492,18.6777049180328,892.74631147541,45681.2001229508,24.09,487.497666666667,14624.93,30.7193333333333,11.5743333333333,515.560333333333,46094.967,2.15,509.832903225806,15804.82,36.5145161290323,16.9409677419355,734.222903225806,49280.1683870968,0,508.057,15241.71,41.361,20.849,956.012333333333,50919.5223333333,0,427.976129032258,13267.26,41.9793548387097,26.4158064516129,1360.07612903226,50255.8403225806,0.4,452.036129032258,14013.12,41.1767741935484,26.6732258064516,1381.22774193548,47574.5606451613,14.47,435.069666666667,13052.09,38.9533333333333,22.5636666666667,1090.73033333333,43951.8976666667,7.07,388.254838709677,12035.9,33.1261290322581,14.4616129032258,637.670322580645,40188.4603225806,0,309.446,9283.38,28.1386666666667,9.617,448.396666666667,37031.71,0,498.848360655738,30429.75,33.6644262295082,14.3016393442623,626.68393442623,47713.6759016393,2.15,467.360163934426,28508.97,41.6752459016393,23.6780327868852,1161.3562295082,50582.2413114754,0.4,443.691967213115,27065.21,40.0832786885246,24.652131147541,1238.36016393443,45792.9231147541,21.54,349.496393442623,21319.28,30.6732786885246,12.0790163934426,544.584918032787,38635.9601639344,0,483.104262295082,58938.72,37.6698360655738,18.9898360655738,894.020081967213,49147.9586065574,2.55,396.594180327869,48384.49,35.3782786885246,18.3655737704918,891.472540983607,42214.4416393443,21.54
"783","Pecos, TX",2007,421.465737704918,102837.64,31.0018442622951,14.9256967213115,1344.84909836066,45523.8406967213,235.47,486.159333333333,14584.78,26.9776666666667,8.564,577.17,45913.9186666667,31.86,434.503870967742,13469.62,28.9635483870968,14.6758064516129,1210.22548387097,48895.7061290323,37.61,470.581,14117.43,35.3443333333333,19.2043333333333,1591.48666666667,50427.186,26.58,419.43064516129,13002.35,34.0635483870968,20.0583870967742,1791.81387096774,49807.5041935484,73.91,438.94064516129,13607.16,35.3877419354839,21.2725806451613,2158.93419354839,47299.8264516129,38.5,395.470333333333,11864.11,33.2706666666667,19.2966666666667,1948.96133333333,43905.0156666667,10.26,418.529677419355,12974.42,31.2770967741935,11.5193548387097,1089.49903225806,40376.8641935484,0,307.259,9217.77,22.5406666666667,4.55366666666667,361.666333333333,37421.8863333333,16.75,459.908196721311,28054.4,27.9868852459016,11.67,898.886721311475,47429.2532786885,69.47,444.586557377049,27119.78,34.6934426229508,19.6383606557377,1693.29229508197,50112.2657377049,100.49,417.561803278689,25471.27,34.3465573770492,20.3008196721311,2055.66885245902,45630.2473770492,48.76,363.806393442623,22192.19,26.9804918032787,8.09360655737705,731.548524590164,38923.5963934426,16.75,452.24737704918,55174.18,31.3401639344262,15.6541803278689,1296.08950819672,48770.7595081967,169.96,390.684098360656,47663.46,30.6635245901639,14.1972131147541,1393.60868852459,42276.9218852459,65.51
"784","Portageville, MO",2007,358.249426229508,87412.86,27.0437295081967,15.1639754098361,1789.01881147541,46016.8835655738,754.69,391.946333333333,11758.39,19.661,7.90133333333333,1138.02066666667,46479.323,106.88,409.358064516129,12690.1,28.5532258064516,16.1829032258065,1852.7364516129,50099.4370967742,68.81,397.094333333333,11912.83,31.602,19.593,2242.77933333333,51971.838,54.17,404.32064516129,12533.94,31.1261290322581,20.0287096774194,2267.37451612903,51212.8551612903,55.71,409.972903225806,12709.16,36.1809677419355,22.7322580645161,2363.93516129032,48158.6364516129,24.02,335.81,10074.3,29.846,17.8626666666667,2041.353,44051.3236666667,138.52,280.747096774194,8703.16,23.7635483870968,12.4293548387097,1509.76225806452,39788.4403225806,221.63,234.366,7030.98,15.2353333333333,4.22433333333333,868.264666666667,36200.1536666667,84.95,400.794918032787,24448.49,24.18,12.11,1501.2368852459,48319.0531147541,175.69,400.766721311475,24446.77,31.3601639344262,19.8144262295082,2255.27852459016,51586.1254098361,109.88,373.499344262295,22783.46,33.0654098360656,20.3373770491803,2205.28819672131,46138.646557377,162.54,257.936721311475,15734.14,19.5693442622951,8.39409836065574,1194.27163934426,38023.7091803279,306.58,400.780819672131,48895.26,27.7700819672131,15.9622131147541,1878.25770491803,49952.5892622951,285.57,315.718032786885,38517.6,26.3173770491803,14.365737704918,1699.77991803279,42081.1778688525,469.12
"785","Saint Joseph, LA",2007,371.591598360656,90668.35,29.0870491803279,16.1897540983607,1892.7068442623,45572.0004918033,758.27,409.780666666667,12293.42,23.674,9.93066666666667,1246.07366666667,45969.3843333333,80.39,430.644193548387,13349.97,29.4683870967742,15.9774193548387,1711.27129032258,49013.3964516129,57.67,417.795666666667,12533.87,33.257,19.7653333333333,2044.055,50577.8036666667,33.31,356.948387096774,11065.4,31.5483870967742,20.5748387096774,2381.19290322581,49944.6987096774,280.78,410.765161290323,12733.72,35.5432258064516,22.1916129032258,2676.65258064516,47383.9670967742,47.86,337.113333333333,10113.4,31.2193333333333,19.7906666666667,2335.72066666667,43919.381,128.52,336.827096774194,10441.64,26.7867741935484,13.3212903225806,1614.32451612903,40319.1474193548,77.4,271.231,8136.93,20.966,7.72266666666667,1105.277,37302.4516666667,52.34,420.383442622951,25643.39,26.6186885245902,13.003606557377,1482.48557377049,47516.3413114754,138.06,386.873278688525,23599.27,32.3886885245902,20.1767213114754,2215.38737704918,50256.0618032787,314.09,374.542950819672,22847.12,33.4167213114754,21.0108196721311,2508.98114754098,45680.072295082,176.38,304.566721311475,18578.57,23.9240983606557,10.567868852459,1363.97327868852,38835.526557377,129.74,403.628360655738,49242.66,29.5036885245902,16.5901639344262,1848.93647540984,48886.201557377,452.15,339.554836065574,41425.69,28.6704098360656,15.7893442622951,1936.47721311475,42257.7994262295,306.12
