"breeder","sample","yr","reg_code","reg","loccode","loc","varcode","var","rep","mic","mat","uhml","ui","sf","str","elg","rd","plusb","yt","waste","nep_cnt","scn_cnt","l_n","sfc_n","l_w","sfc_w","uql_w","fine","ifc","mat_rat"
"26","39",16,30,"CEN",21,"Weslaco, TX",1438,"All-Tex Nitro 44B2RF",1,4.09,0.85,1.31,87.1,5.6,29.9,7.6,80.5,10.5,"71.8","5.39",214,9,0.94,16,1.11,5,1.32,176,2.6,1.02
"26","40",16,30,"CEN",21,"Weslaco, TX",1438,"All-Tex Nitro 44B2RF",3,4.19,0.85,1.26,86.6,6.4,32.8,8,79.9,10.2,"74.900000000000006","6.22",170,8,0.95,15,1.11,4.6,1.31,179,2.4,1.02
"26","25",16,30,"CEN",21,"Weslaco, TX",1441,"FM 2484B2F",1,4.03,0.86,1.26,86,7,33.8,6.4,82.2,9.3,"104.7","6.09",130,6,0.95,15,1.11,4.7,1.31,175,2.4,1.03
"26","26",16,30,"CEN",21,"Weslaco, TX",1441,"FM 2484B2F",3,4.03,0.85,1.26,86,6.7,29.7,6.4,80.1,9,"67.900000000000006","6.66",128,8,0.97,14,1.12,4.2,1.31,176,2.3,1.03
"26","31",16,30,"CEN",21,"Weslaco, TX",1465,"NG 1511B2RF",1,4.99,0.86,1.17,84.7,8.3,31.4,8.7,78.2,9.9,"70.7","5.34",192,5,0.88,17,1.03,5.5,1.21,197,2.5,1.02
"26","32",16,30,"CEN",21,"Weslaco, TX",1465,"NG 1511B2RF",3,4.87,0.86,1.19,85.4,7.3,29.1,8.8,77.9,9.2,"74.599999999999994","5.97",271,12,0.81,22,0.97,8.1,1.17,192,3.7,0.99
"26","33",16,30,"CEN",21,"Weslaco, TX",1495,"Croplan 3787B2RF",1,5,0.86,1.2,85.1,7.5,28.7,8.6,76.8,11.2,"65","5.65",222,6,0.89,19,1.05,6.1,1.25,187,3.1,0.99
"26","34",16,30,"CEN",21,"Weslaco, TX",1495,"Croplan 3787B2RF",3,4.84,0.86,1.17,84.3,8.3,27.9,8.1,78,10.9,"67","5.74",157,7,0.88,16,1.03,5.7,1.21,191,2.6,1
"26","71",16,30,"CEN",195,"Corpus Christi, TX(dry)",1404,"PHY 499WRF",1,4.43,0.85,1.1,83.6,9.1,29.2,9.1,76.7,9.2,"83.3","6.22",173,14,0.85,17,0.99,5.9,1.15,181,3.7,0.96
"26","72",16,30,"CEN",195,"Corpus Christi, TX(dry)",1404,"PHY 499WRF",3,4.46,0.85,1.12,83.6,8.2,29.4,8.7,77.9,9.1,"77.599999999999994","10.98",163,18,0.86,17,0.99,5.7,1.15,185,3.4,0.97
"26","67",16,30,"CEN",195,"Corpus Christi, TX(dry)",1412,"DP 0912B2RF",1,4.88,0.87,1.04,82.2,10.4,25.5,7.1,77.4,9.3,"79.2","6.36",132,6,0.82,18,0.95,6.4,1.11,196,2.5,1.04
"26","68",16,30,"CEN",195,"Corpus Christi, TX(dry)",1412,"DP 0912B2RF",3,4.83,0.86,1.05,82.6,9,26.1,7.7,79.3,9.7,"64.3","6.11",130,7,0.82,18,0.95,6.5,1.1,197,2.5,1.04
"26","73",16,30,"CEN",195,"Corpus Christi, TX(dry)",1426,"Phy 725RF",1,4.54,0.86,1.19,83.9,7.6,32,7.7,76.9,10.2,"79.599999999999994","13.49",125,8,0.92,14,1.06,4.5,1.25,175,2.9,0.99
"26","74",16,30,"CEN",195,"Corpus Christi, TX(dry)",1426,"Phy 725RF",3,4.34,0.86,1.2,86.3,6.9,32,7.5,76,10,"72.599999999999994","7.95",145,9,0.89,16,1.05,5.5,1.24,168,3.2,0.98
"26","81",16,30,"CEN",195,"Corpus Christi, TX(dry)",1427,"DP 1044B2RF",1,4.14,0.85,1.07,83.5,9.5,24.7,7.7,79.3,9,"75.5","7.25",152,10,0.81,19,0.95,7.1,1.12,176,4.3,0.93
"26","82",16,30,"CEN",195,"Corpus Christi, TX(dry)",1427,"DP 1044B2RF",3,4.53,0.85,1.05,82.1,10.3,25.5,7.8,80.2,9.3,"64","8.27",190,10,0.74,26,0.91,0.2,1.09,173,5.9,0.91
"26","79",16,30,"CEN",195,"Corpus Christi, TX(dry)",1436,"DP 1219B2RF",1,4.53,0.86,1.1,83.8,9,27.9,6.9,80.1,9,"74.099999999999994","7.48",214,7,0.76,26,0.92,9.9,1.11,178,4.3,0.96
"26","80",16,30,"CEN",195,"Corpus Christi, TX(dry)",1436,"DP 1219B2RF",3,4.76,0.87,1.1,82.5,9.5,29.3,6.4,80.5,9.5,"73.099999999999994","7.96",144,6,0.8,22,0.96,8,1.15,178,3.5,0.98
"26","83",16,30,"CEN",195,"Corpus Christi, TX(dry)",1438,"All-Tex Nitro 44B2RF",1,3.79,0.84,1.15,83.7,9,33.1,7.7,76.9,9.6,"79.3","9.24",350,14,0.79,26,0.97,9.2,1.18,162,5.8,0.93
"26","84",16,30,"CEN",195,"Corpus Christi, TX(dry)",1438,"All-Tex Nitro 44B2RF",3,3.59,0.84,1.22,85.6,7.4,34.7,7.8,80.7,9.6,"70.3","7.51",175,8,0.89,17,1.05,5.7,1.24,161,4.4,0.94
"26","69",16,30,"CEN",195,"Corpus Christi, TX(dry)",1441,"FM 2484B2F",1,4.02,0.86,1.14,84.1,8.7,28.8,6.2,80.3,8.6,"76.5","7.8",143,11,0.85,19,1.02,6.7,1.21,160,4.4,0.96
"26","70",16,30,"CEN",195,"Corpus Christi, TX(dry)",1441,"FM 2484B2F",3,3.87,0.85,1.15,82.9,8.8,28.9,6.6,78.5,8.7,"78.400000000000006","10.09",154,13,0.83,21,1,7.5,1.2,160,4.2,0.95
"26","75",16,30,"CEN",195,"Corpus Christi, TX(dry)",1465,"NG 1511B2RF",1,4.68,0.86,1.06,83,10.2,28.7,8.1,76.6,9.9,"84.9","7.5",324,12,0.69,32,0.86,3.5,1.05,182,5.4,0.93
"26","76",16,30,"CEN",195,"Corpus Christi, TX(dry)",1465,"NG 1511B2RF",3,4.76,0.86,1.08,83.6,9.6,30,8.4,78.7,9.5,"74.7","7.68",139,13,0.83,17,0.97,6.1,1.14,183,3.5,0.96
"26","77",16,30,"CEN",195,"Corpus Christi, TX(dry)",1495,"Croplan 3787B2RF",1,4.52,0.85,1.09,83.1,10.5,27.5,8.2,77.9,10.2,"68","7.25",125,3,0.85,17,0.98,6,1.15,182,3.7,0.94
"26","78",16,30,"CEN",195,"Corpus Christi, TX(dry)",1495,"Croplan 3787B2RF",3,4.71,0.86,1.11,84.1,8.7,27.7,8.4,77.4,10.1,"76.599999999999994","6.01",144,10,0.89,14,1.01,4.6,1.16,183,3.1,0.95
"80","5",16,40,"DEL",24,"Saint Joseph, LA",1404,"PHY 499WRF",1,4.62,0.87,1.23,86,6.6,33.9,6.8,81.5,6.5,"90","5.68",147,12,0.91,15,1.06,4.9,1.24,189,2.2,1.06
"80","6",16,40,"DEL",24,"Saint Joseph, LA",1404,"PHY 499WRF",2,4.43,0.86,1.29,87.1,6.2,38.1,8,77.9,7.2,"89","6.64",120,12,0.99,13,1.15,3.9,1.34,183,2.2,1.06
"80","1",16,40,"DEL",24,"Saint Joseph, LA",1412,"DP 0912B2RF",1,4.92,0.88,1.24,85.2,6.7,36.1,6.5,78,6.9,"100.5","5.96",104,13,0.95,14,1.11,4.1,1.28,190,1.5,1.09
"80","2",16,40,"DEL",24,"Saint Joseph, LA",1412,"DP 0912B2RF",2,4.61,0.86,1.25,85.3,6.6,36.5,8.3,77.1,7.3,"84.1","7.18",102,14,0.96,13,1.11,4.1,1.29,193,1.7,1.08
"80","7",16,40,"DEL",24,"Saint Joseph, LA",1426,"Phy 725RF",1,5.15,0.88,1.21,86,6.7,32.2,7.2,81.7,6.4,"96.7","6.03",125,12,0.9,16,1.05,5,1.23,189,2.2,1.05
"80","8",16,40,"DEL",24,"Saint Joseph, LA",1426,"Phy 725RF",2,4.7,0.86,1.2,84.3,8.3,29.2,7.6,78.4,6.6,"74.400000000000006","7.9",152,6,0.92,17,1.08,5.1,1.27,197,2.7,1.05
"80","3",16,40,"DEL",24,"Saint Joseph, LA",1441,"FM 2484B2F",1,4.81,0.86,1.22,84.6,5.7,34.3,8.6,78.4,7.7,"90.5","8.5500000000000007",112,8,0.96,13,1.11,3.8,1.29,194,1.6,1.08
"80","4",16,40,"DEL",24,"Saint Joseph, LA",1441,"FM 2484B2F",2,4.55,0.86,1.18,86.1,7,33.4,7.2,79,6,"106.7","7.03",122,11,0.94,14,1.09,4.2,1.26,188,2,1.06
"80","15",16,40,"DEL",24,"Saint Joseph, LA",1468,"ST 4946GLB2",1,5.11,0.88,1.28,86.7,5.9,39.4,7,78.1,6,"98.9","9.52",96,8,1.02,10,1.15,2.8,1.33,195,1.2,1.1
"80","16",16,40,"DEL",24,"Saint Joseph, LA",1468,"ST 4946GLB2",2,4.47,0.86,1.24,85.5,6.9,32.3,6.9,79.8,5.8,"85.2","6.61",120,3,0.97,13,1.12,3.9,1.3,193,1.8,1.08
"80","17",16,40,"DEL",24,"Saint Joseph, LA",1476,"ST 4747GLB2",1,5.37,0.87,1.14,85.4,7,33.8,8.4,78,6.7,"92.7","6.69",108,6,0.91,12,1.03,3.8,1.19,220,1.4,1.1
"80","18",16,40,"DEL",24,"Saint Joseph, LA",1476,"ST 4747GLB2",2,4.74,0.86,1.26,83.7,7.8,30.2,8.6,79.9,6.9,"84.2","6.32",166,5,0.97,15,1.13,4.4,1.33,198,2.2,1.06
"80","19",16,40,"DEL",24,"Saint Joseph, LA",1502,"PHY 552WRF",1,5.15,0.86,1.14,86.3,6.4,34.6,9.4,77.2,6.4,"75.2","7.04",110,9,0.86,17,1.01,5.5,1.17,204,2.3,1.06
"80","20",16,40,"DEL",24,"Saint Joseph, LA",1502,"PHY 552WRF",2,4.47,0.86,1.39,86.9,5.5,32.1,7,81.4,6.6,"89.8","7.41",203,14,1.02,17,1.23,4.8,1.48,187,2.4,1.07
"80","11",16,40,"DEL",24,"Saint Joseph, LA",1516,"DP 1646B2XF",1,5.28,0.86,1.13,84.2,6.8,29.5,9.3,78.1,6.2,"85.3","9.0299999999999994",150,8,0.84,18,0.99,5.8,1.15,204,2.6,1.05
"80","12",16,40,"DEL",24,"Saint Joseph, LA",1516,"DP 1646B2XF",2,4.77,0.87,1.23,86.7,6.8,34.9,7.1,81.9,6.3,"87.7","6.27",184,21,0.93,15,1.08,4.6,1.27,192,2.4,1.06
"80","9",16,40,"DEL",24,"Saint Joseph, LA",1529,"DP 1518B2XF",1,4.78,0.87,1.21,86.9,6.6,34.1,7.3,78.1,5.6,"98.1","6.6",104,10,0.93,13,1.06,3.9,1.22,200,1.5,1.08
"80","10",16,40,"DEL",24,"Saint Joseph, LA",1529,"DP 1518B2XF",2,4.3,0.87,1.49,87.3,4.9,37.5,5.8,81.3,7.1,"78.8","6.84",235,22,1.07,16,1.28,4.3,1.53,181,2.6,1.06
"80","13",16,40,"DEL",24,"Saint Joseph, LA",1530,"NG 3406B2XF",1,5.58,0.88,1.11,84.9,6.7,31,8.4,77.1,6.1,"75.7","5.46",99,8,0.89,13,1,4.3,1.15,222,1.4,1.1
"80","14",16,40,"DEL",24,"Saint Joseph, LA",1530,"NG 3406B2XF",2,5.26,0.87,1.13,83.9,8,31,8,77.7,6.5,"92.1","9.75",130,10,0.85,18,1,6.1,1.17,207,2.5,1.06
"84","5",16,40,"DEL",25,"Stoneville, MS",1404,"PHY 499WRF",1,4.69,0.85,1.18,86.1,6.6,33.5,9.4,78.9,7.5,"78.099999999999994","6.02",114,11,0.92,16,1.08,5.1,1.25,183,3,0.99
"84","6",16,40,"DEL",25,"Stoneville, MS",1404,"PHY 499WRF",2,5.01,0.86,1.17,86.2,6.8,32.5,9.1,78.2,8.3,"70.3","5.37",112,8,0.92,15,1.06,4.8,1.24,189,2.7,0.99
"84","1",16,40,"DEL",25,"Stoneville, MS",1412,"DP 0912B2RF",1,5.49,0.88,1.17,84.3,7.7,29.5,7.8,80.7,8.1,"69","4.95",105,13,0.88,17,1.02,5.8,1.19,196,2.9,1
"84","2",16,40,"DEL",25,"Stoneville, MS",1412,"DP 0912B2RF",2,5.02,0.86,1.15,84.6,7.2,30,8.5,81.4,7.6,"72.099999999999994","5.64",147,10,0.86,18,1,6.1,1.18,195,3,1
"84","7",16,40,"DEL",25,"Stoneville, MS",1426,"Phy 725RF",1,4.35,0.86,1.23,85.2,7,31.5,7.4,80.4,8.4,"84.6","4.9800000000000004",96,2,0.92,18,1.09,5.6,1.3,175,3.6,0.97
"84","8",16,40,"DEL",25,"Stoneville, MS",1426,"Phy 725RF",2,4.74,0.86,1.24,85.5,6.8,30.2,7.8,78.3,8.4,"71.7","7.51",123,12,0.93,17,1.09,5.4,1.3,177,3.3,0.97
"84","3",16,40,"DEL",25,"Stoneville, MS",1441,"FM 2484B2F",1,4.35,0.86,1.28,85.6,6.3,31.8,6.6,83.9,7.2,"82.3","5.24",122,2,0.94,17,1.12,5.1,1.33,167,3.1,0.99
"84","4",16,40,"DEL",25,"Stoneville, MS",1441,"FM 2484B2F",2,4.58,0.87,1.28,85.5,6.4,31.3,6.7,82.7,6.9,"77","5.9",106,3,0.97,14,1.14,4.2,1.34,172,2.6,1.01
"84","15",16,40,"DEL",25,"Stoneville, MS",1468,"ST 4946GLB2",1,5.34,0.87,1.19,84.1,7,32.3,8.6,80.8,8,"83.7","5.07",144,16,0.87,18,1.02,6.2,1.21,203,2.5,1.03
"84","16",16,40,"DEL",25,"Stoneville, MS",1468,"ST 4946GLB2",2,4.42,0.85,1.18,83.9,6.8,31.2,8.6,79.1,7.3,"76.3","7.01",162,9,0.86,20,1.03,6.8,1.22,190,3,1.01
"84","17",16,40,"DEL",25,"Stoneville, MS",1476,"ST 4747GLB2",1,4.81,0.87,1.21,83.5,8.4,30.1,6.2,81.9,7.5,"78.099999999999994","4.93",90,0,0.9,19,1.07,6.1,1.29,184,2.7,1.03
"84","18",16,40,"DEL",25,"Stoneville, MS",1476,"ST 4747GLB2",2,4.33,0.86,1.27,85.4,6.4,32.4,6.8,81.2,6.6,"73.3","6.46",101,5,0.95,16,1.12,5.1,1.34,181,2.7,1.02
"84","19",16,40,"DEL",25,"Stoneville, MS",1502,"PHY 552WRF",1,4.19,0.85,1.24,85.6,6.3,31.8,8.2,80.7,7.4,"78.7","6.47",114,6,0.94,14,1.09,4.4,1.27,184,2.7,1
"84","20",16,40,"DEL",25,"Stoneville, MS",1502,"PHY 552WRF",2,4.12,0.85,1.22,85.1,6.8,35.2,8,81.8,7.3,"77.3","6.33",152,18,0.92,18,1.09,5.7,1.3,175,3.6,0.98
"84","11",16,40,"DEL",25,"Stoneville, MS",1516,"DP 1646B2XF",1,4.55,0.86,1.31,86.3,5.6,29.2,8,82.7,7.7,"60.5","5.53",149,11,0.97,16,1.14,5,1.36,190,2.5,1.01
"84","12",16,40,"DEL",25,"Stoneville, MS",1516,"DP 1646B2XF",2,4.28,0.85,1.32,84.4,5.6,28.9,8.1,80.4,7.4,"66.8","5.39",103,6,0.99,15,1.17,4.6,1.39,182,2.8,0.99
"84","9",16,40,"DEL",25,"Stoneville, MS",1529,"DP 1518B2XF",1,4.34,0.85,1.22,83.8,8.1,30.5,7.5,80.3,7.5,"68.099999999999994","6.67",113,4,0.95,17,1.12,5,1.33,174,3.4,0.97
"84","10",16,40,"DEL",25,"Stoneville, MS",1529,"DP 1518B2XF",2,4.49,0.86,1.2,84.3,7.9,29.6,7.5,80.9,7.5,"62.9","6.01",160,12,0.91,17,1.07,5.4,1.27,178,3.3,0.98
"84","13",16,40,"DEL",25,"Stoneville, MS",1530,"NG 3406B2XF",1,4.85,0.86,1.2,85.2,6.9,30.4,8.9,81.3,8,"72.599999999999994","5.01",95,7,0.95,14,1.09,4.2,1.27,182,2.9,0.98
"84","14",16,40,"DEL",25,"Stoneville, MS",1530,"NG 3406B2XF",2,4.51,0.85,1.19,84.5,8,30.2,8.8,80.5,7.3,"75.599999999999994","5.96",144,2,0.92,15,1.06,4.9,1.25,186,2.6,0.99
"69","5",16,40,"DEL",30,"Jackson, TN",1404,"PHY 499WRF",1,4.72,0.85,1.21,86.8,6.6,31.8,8.9,79.6,8.7,"94","5.96",115,8,0.94,14,1.09,4.3,1.25,181,2.9,0.96
"69","6",16,40,"DEL",30,"Jackson, TN",1404,"PHY 499WRF",2,4.12,0.84,1.22,87,6.5,33.1,9.2,80,9.2,"103.7","3.91",131,8,0.96,14,1.1,4.3,1.27,172,3.4,0.93
"69","1",16,40,"DEL",30,"Jackson, TN",1412,"DP 0912B2RF",1,5.15,0.87,1.13,85,7.6,28.7,8.7,80.8,8.6,"80.2","5.12",96,5,0.92,13,1.05,4,1.21,193,2.5,0.99
"69","2",16,40,"DEL",30,"Jackson, TN",1412,"DP 0912B2RF",2,4.82,0.86,1.21,86.1,6.5,30.7,8.4,79.8,8.6,"88.9","5.68",112,10,0.95,13,1.09,3.9,1.26,190,2.7,0.98
"69","7",16,40,"DEL",30,"Jackson, TN",1426,"Phy 725RF",1,4.4,0.85,1.26,86.3,5.8,36.1,9,78.1,8.5,"79.400000000000006","5.89",127,9,0.96,12,1.1,3.8,1.29,168,3,0.96
"69","8",16,40,"DEL",30,"Jackson, TN",1426,"Phy 725RF",2,4.17,0.85,1.3,86.5,5.9,35.1,8.4,78,8.9,"103.1","3.54",164,12,0.97,14,1.13,4.3,1.34,163,3.8,0.94
"69","3",16,40,"DEL",30,"Jackson, TN",1441,"FM 2484B2F",1,4.32,0.86,1.24,85.1,7.4,33.9,7.1,82.6,7.5,"81","3.47",136,19,0.92,18,1.1,5.6,1.32,159,4.5,0.95
"69","4",16,40,"DEL",30,"Jackson, TN",1441,"FM 2484B2F",2,3.76,0.84,1.33,87.6,5.5,32,7.3,83.7,7.6,"85.4","4.95",152,11,0.99,14,1.16,4.1,1.36,154,3.9,0.94
"69","15",16,40,"DEL",30,"Jackson, TN",1468,"ST 4946GLB2",1,4.9,0.86,1.21,86.8,6.3,30.8,8.6,80.9,8.7,"80.599999999999994","3.96",104,6,0.92,15,1.06,4.6,1.23,190,2.5,1.01
"69","16",16,40,"DEL",30,"Jackson, TN",1468,"ST 4946GLB2",2,4.31,0.85,1.3,87.8,5.7,32.4,8.9,79.1,8.8,"76.2",".",79,6,0.99,12,1.13,3.5,1.31,184,2.6,0.98
"69","17",16,40,"DEL",30,"Jackson, TN",1476,"ST 4747GLB2",1,4.62,0.87,1.25,84.3,7.6,29.4,6.5,81.9,7.2,"71.2","7.4",90,12,0.93,16,1.09,5,1.31,178,2.9,1.01
"69","18",16,40,"DEL",30,"Jackson, TN",1476,"ST 4747GLB2",2,4.31,0.86,1.34,87.5,5.3,31,6.6,78.8,7.3,"79.2","7.96",147,16,0.99,14,1.15,4.3,1.37,180,2.4,1.02
"69","19",16,40,"DEL",30,"Jackson, TN",1502,"PHY 552WRF",1,4.11,0.85,1.24,86.4,6.6,32.6,8,80.1,8.2,"95.5","5.0999999999999996",101,6,0.95,14,1.09,4.3,1.27,173,2.9,0.99
"69","20",16,40,"DEL",30,"Jackson, TN",1502,"PHY 552WRF",2,3.92,0.84,1.32,88.1,5.4,32.5,8.1,80.1,8.4,"75.7","6.14",310,10,0.89,21,1.07,7,1.3,174,4.1,0.95
"69","11",16,40,"DEL",30,"Jackson, TN",1516,"DP 1646B2XF",1,4.48,0.85,1.3,87.7,5.8,27.9,8.9,81.2,8.5,"91.6","7.82",143,6,0.92,18,1.1,5.7,1.32,169,4.5,0.93
"69","12",16,40,"DEL",30,"Jackson, TN",1516,"DP 1646B2XF",2,4.29,0.85,1.34,86.8,5.5,31.5,8.6,81.4,8.7,"80.5","5.68",142,10,0.99,15,1.17,4.6,1.4,172,3.8,0.94
"69","9",16,40,"DEL",30,"Jackson, TN",1529,"DP 1518B2XF",1,4.42,0.85,1.21,85.8,7.3,28.8,8.5,82.5,8.9,"87.8","5.37",121,3,0.95,14,1.1,4.4,1.29,174,3.6,0.95
"69","10",16,40,"DEL",30,"Jackson, TN",1529,"DP 1518B2XF",2,3.96,0.84,1.34,87.2,5.5,30.1,7.9,81.5,8.9,"87.6","6.21",166,12,0.98,15,1.15,4.5,1.37,166,4.2,0.92
"69","13",16,40,"DEL",30,"Jackson, TN",1530,"NG 3406B2XF",1,4.73,0.85,1.19,85.2,7.1,28.4,9,80.4,8.2,"84.9","3.08",116,2,0.93,13,1.07,4.2,1.23,179,3.5,0.95
"69","14",16,40,"DEL",30,"Jackson, TN",1530,"NG 3406B2XF",2,4.3,0.84,1.2,85.6,7.3,30.4,9.2,80.3,8.5,"94.5","5.9",135,6,0.91,17,1.06,5.4,1.26,169,4.3,0.92
"21","5",16,40,"DEL",75,"Portageville, MO",1404,"PHY 499WRF",1,4.43,0.86,1.17,84,8,32.3,7.7,77.3,8.1,"79.900000000000006","5.78",196,15,0.9,17,1.05,5.5,1.24,189,2.8,1.03
"21","6",16,40,"DEL",75,"Portageville, MO",1404,"PHY 499WRF",2,4.43,0.86,1.21,83.9,7.6,33.5,7.6,77.5,8.2,"77","5.59",191,26,0.89,19,1.07,6,1.25,185,3.1,1.01
"21","1",16,40,"DEL",75,"Portageville, MO",1412,"DP 0912B2RF",1,3.71,0.85,1.22,84.8,7.7,33.6,6.7,78.6,7.4,"73.400000000000006","5.12",226,24,0.92,18,1.09,5.5,1.28,169,4,0.99
"21","2",16,40,"DEL",75,"Portageville, MO",1412,"DP 0912B2RF",2,4.54,0.86,1.17,84.6,7.7,31.8,7.3,77.8,7.8,"70.5","6.09",180,19,0.88,19,1.04,6.2,1.23,185,3.5,1.01
"21","7",16,40,"DEL",75,"Portageville, MO",1426,"Phy 725RF",1,3.99,0.85,1.25,85.1,6.7,35.4,7,76.7,7.8,"76.2","6.13",185,27,0.95,15,1.12,4.5,1.32,177,2.8,1.03
"21","8",16,40,"DEL",75,"Portageville, MO",1426,"Phy 725RF",2,4.05,0.85,1.26,84.3,7.2,35.1,7,77.1,8.1,"76.7","6.52",267,22,0.94,16,1.11,5,1.32,174,2.9,1.02
"21","3",16,40,"DEL",75,"Portageville, MO",1441,"FM 2484B2F",1,3.96,0.86,1.24,84.6,7.1,33.2,6,79.5,7.1,"73.3","5.91",224,18,0.94,17,1.11,5.4,1.32,170,3.3,1.02
"21","4",16,40,"DEL",75,"Portageville, MO",1441,"FM 2484B2F",2,3.92,0.85,1.24,84.9,7.5,32,6.1,80.4,6.8,"75.8","5.73",224,14,0.93,17,1.1,5.3,1.31,175,3,1.02
"21","15",16,40,"DEL",75,"Portageville, MO",1468,"ST 4946GLB2",1,4.32,0.85,1.21,84.4,7.2,33.9,7.6,78.5,8.1,"73.599999999999994","7.16",186,16,0.94,15,1.1,4.6,1.28,179,3.5,0.98
"21","16",16,40,"DEL",75,"Portageville, MO",1468,"ST 4946GLB2",2,4.36,0.86,1.22,85.4,7.1,33.6,7.2,77.8,7.4,"75.3","6.99",207,22,0.91,19,1.08,6,1.28,178,4,0.99
"21","17",16,40,"DEL",75,"Portageville, MO",1476,"ST 4747GLB2",1,4.22,0.87,1.24,83.1,8.7,32.8,5.4,78.1,6.3,"71.2","7.87",158,18,0.96,16,1.13,4.9,1.34,181,3.3,1.03
"21","18",16,40,"DEL",75,"Portageville, MO",1476,"ST 4747GLB2",2,4.43,0.87,1.2,83.7,8.2,30.4,5.7,78.3,7,"77.3","8.36",229,22,0.89,19,1.07,6.1,1.27,177,3.4,1.01
"21","19",16,40,"DEL",75,"Portageville, MO",1502,"PHY 552WRF",1,3.76,0.85,1.21,85,7.6,33.1,6.6,78.1,7.4,"71.7","8.61",272,38,0.93,17,1.09,5.3,1.29,173,3.5,1
"21","20",16,40,"DEL",75,"Portageville, MO",1502,"PHY 552WRF",2,3.94,0.85,1.23,85.6,7.2,33.4,6.8,78.2,7.3,"70.2","8.32",228,24,0.93,17,1.09,5.1,1.29,176,3.1,1.01
"21","11",16,40,"DEL",75,"Portageville, MO",1516,"DP 1646B2XF",1,3.98,0.85,1.27,83.1,7.8,30.8,7.2,79.7,7.3,"66.599999999999994","6.38",203,12,0.92,20,1.11,6.4,1.35,175,4.3,0.98
"21","12",16,40,"DEL",75,"Portageville, MO",1516,"DP 1646B2XF",2,4.16,0.85,1.29,84.5,6.5,30.4,7.3,80,7.6,"85.6","7.32",216,10,0.95,18,1.12,5.5,1.35,178,3.8,0.99
"21","9",16,40,"DEL",75,"Portageville, MO",1529,"DP 1518B2XF",1,3.88,0.85,1.23,84.6,7.5,32.1,6.7,76.9,6.7,"75.400000000000006","7.55",265,32,0.91,19,1.09,6.1,1.3,169,4.4,0.96
"21","10",16,40,"DEL",75,"Portageville, MO",1529,"DP 1518B2XF",2,4.04,0.85,1.25,85.1,7.3,30.1,6.6,78.4,7,"69.3","8.0500000000000007",238,32,0.9,21,1.09,6.8,1.32,172,4.3,0.97
"21","13",16,40,"DEL",75,"Portageville, MO",1530,"NG 3406B2XF",1,4.27,0.85,1.19,84.9,7.6,30.2,7.4,79.8,7.8,"64.8","5.82",190,19,0.9,18,1.07,5.6,1.26,180,3.4,0.99
"21","14",16,40,"DEL",75,"Portageville, MO",1530,"NG 3406B2XF",2,4.3,0.85,1.18,84.7,7.5,30.2,7.7,79,7.2,"70.8","6.51",195,17,0.92,17,1.08,5.3,1.27,176,4,0.96
"28","5",16,40,"DEL",184,"Kerser, AR",1404,"PHY 499WRF",2,4.79,0.86,1.16,86,6.9,31.7,8.5,78.9,7.9,"88.5","5.01",106,12,0.91,15,1.06,4.9,1.22,197,1.9,1.05
"28","6",16,40,"DEL",184,"Kerser, AR",1404,"PHY 499WRF",4,5.3,0.87,1.15,84.9,6.7,32.6,8.8,76.7,7.8,"81.900000000000006","6.7",104,16,0.88,16,1.01,5.3,1.17,205,2.1,1.05
"28","1",16,40,"DEL",184,"Kerser, AR",1412,"DP 0912B2RF",2,5.2,0.88,1.14,85.7,7,29.9,7.4,76.8,7,"83.6","6.83",127,10,0.85,19,1.01,6.3,1.18,193,3.1,1.02
"28","2",16,40,"DEL",184,"Kerser, AR",1412,"DP 0912B2RF",4,5.25,0.88,1.1,83.8,8,30.9,7.5,75.6,7.4,"84.9","8.01",77,11,0.9,14,1.03,4.4,1.19,213,1.9,1.07
"28","7",16,40,"DEL",184,"Kerser, AR",1426,"Phy 725RF",2,4.76,0.87,1.27,85.1,6,37.3,7.5,76.6,8.2,"100","6.3",102,18,1,13,1.16,3.6,1.36,190,2.6,1.06
"28","8",16,40,"DEL",184,"Kerser, AR",1426,"Phy 725RF",4,4.74,0.87,1.28,86.4,5.6,39.7,7.7,75.9,7.7,"95.6","7.59",128,8,0.97,15,1.14,4.5,1.35,185,2.4,1.06
"28","3",16,40,"DEL",184,"Kerser, AR",1441,"FM 2484B2F",2,4.24,0.86,1.29,85.9,6,35.2,6.2,79.6,6.2,"92.1","5.72",105,14,0.99,14,1.15,4,1.35,179,2.2,1.05
"28","4",16,40,"DEL",184,"Kerser, AR",1441,"FM 2484B2F",4,4.6,0.87,1.22,84.8,7.5,34.5,6.8,79.9,6.5,"81.900000000000006","3.79",114,15,0.92,17,1.08,5.4,1.28,192,1.9,1.07
"28","15",16,40,"DEL",184,"Kerser, AR",1468,"ST 4946GLB2",2,4.95,0.87,1.18,85.7,6.9,35.4,7.9,78.9,7.4,"79.8","5.67",76,12,0.9,16,1.05,5.1,1.23,206,2.1,1.06
"28","16",16,40,"DEL",184,"Kerser, AR",1468,"ST 4946GLB2",4,5.34,0.88,1.14,85.1,6.6,32.2,8.1,78.1,7.8,"81.900000000000006","5.97",78,6,0.89,16,1.03,4.8,1.2,215,1.9,1.08
